Enlace,Precio,Superficie Construida,Última Actualización,Consumo Energético,Emisiones CO2,Características
https://www.pisos.com/comprar/piso-naranjo_la_serna28942-4046584635_109700/,252.000,94,Anuncio actualizado el 23/10/2024,N/A,N/A,"[('Superficie construida:', '94 m²'), ('Habitaciones:', '2'), ('Baños:', '2'), ('Planta:', '1ª'), ('Conservación:', 'A estrenar'), ('Referencia:', '1097-20639664')]"
https://www.pisos.com/comprar/piso-naranjo_la_serna28942-47552133973_101800/,229.000,117,Anuncio actualizado el 24/09/2024,Consumo:260 kWh/m² año,Emisiones:280 Kg CO₂/m² año,"[('Superficie construida:', '117 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Planta:', '1ª'), ('Antigüedad:', 'Entre 30 y 50 años'), ('Referencia:', 'IF76266-Plaza Orense')]"
https://www.pisos.com/comprar/casa_adosada-patones_centro_urbano-44201134711_100500/,298.700,350,Anuncio actualizado el 30/05/2024,N/A,N/A,"[('Superficie construida:', '350 m²'), ('Superficie útil:', '300 m²'), ('Superficie solar:', '125 m²'), ('Habitaciones:', '4'), ('Baños:', '3'), ('Tipo de casa:', 'Adosada'), ('Conservación:', 'En buen estado'), ('Referencia:', 'SA5301-105050850')]"
https://www.pisos.com/comprar/chalet-cabanillas_de_la_sierra_centro_urbano-45854994872_100500/,240.000,245,Anuncio actualizado el 22/10/2024,N/A,N/A,"[('Superficie construida:', '245 m²'), ('Superficie solar:', '188 m²'), ('Habitaciones:', '4'), ('Baños:', '2'), ('Referencia:', 'SA5479-102157200/11756')]"
https://www.pisos.com/comprar/piso-sol_barrio28014-44210162616_109300/,859.000,88,Anuncio actualizado el 24/05/2024,N/A,N/A,"[('Superficie construida:', '88 m²'), ('Superficie útil:', '88 m²'), ('Habitaciones:', '2'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'EP693-admiP-384')]"
https://www.pisos.com/comprar/casa-los_santos_de_la_humosa_centro_urbano-44258548888_103800/,85.000,225,Anuncio actualizado el 17/10/2024,N/A,N/A,"[('Superficie construida:', '225 m²'), ('Antigüedad:', 'Entre 30 y 50 años'), ('Conservación:', 'A reformar'), ('Referencia:', 'INB698-agii10093')]"
https://www.pisos.com/comprar/casa_adosada-la_finca-40003095006_100500/,1.900.000,500,Anuncio actualizado el 31/07/2024,N/A,N/A,"[('Superficie construida:', '500 m²'), ('Superficie útil:', '450 m²'), ('Superficie solar:', '340 m²'), ('Habitaciones:', '5'), ('Baños:', '6'), ('Tipo de casa:', 'Adosada'), ('Conservación:', 'En buen estado'), ('Referencia:', 'SA92-106686/EV')]"
https://www.pisos.com/comprar/piso-ibiza28009-47569025379_998146/,730.000,116,Anuncio actualizado el 15/10/2024,N/A,N/A,"[('Superficie construida:', '116 m²'), ('Superficie útil:', '108 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Planta:', '1ª'), ('Interior:', 'Muy luminoso'), ('Antigüedad:', 'Más de 50 años'), ('Conservación:', 'En buen estado'), ('Gastos de comunidad:', 'Más de 100 €'), ('Referencia:', '4998146-Retiro')]"
https://www.pisos.com/comprar/piso-centro_palacio28013-39168370718_996542/,1.200.000,192,Anuncio actualizado el 23/10/2024,N/A,N/A,"[('Superficie construida:', '192 m²'), ('Superficie útil:', '172 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Planta:', '4ª'), ('Exterior:', '3 balcones a la calle'), ('Antigüedad:', 'Más de 50 años'), ('Conservación:', 'A reformar'), ('Gastos de comunidad:', 'Gastos comunidad: 170€ ibi: 1.400€'), ('Referencia:', '996542-3265-AM')]"
https://www.pisos.com/comprar/casa_pareada-castillo_campodon-44262212712_100500/,629.900,235,Anuncio actualizado el 10/10/2024,Consumo:300 kWh/m² año,Emisiones:300 Kg CO₂/m² año,"[('Superficie construida:', '235 m²'), ('Habitaciones:', '4'), ('Baños:', '4'), ('Tipo de casa:', 'Pareada'), ('Antigüedad:', 'Entre 10 y 20 años'), ('Referencia:', 'SA5368-00084/10248')]"
https://www.pisos.com/comprar/piso-goya28006-38367722801_102100/,620.000,98,Anuncio actualizado el 20/10/2024,N/A,N/A,"[('Superficie construida:', '98 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Referencia:', 'GM3-191148')]"
https://www.pisos.com/comprar/casa-cercedilla_centro_urbano-48427766748_528556/,290.000,75,Anuncio actualizado el 17/10/2024,N/A,N/A,"[('Superficie construida:', '75 m²'), ('Superficie útil:', '74 m²'), ('Superficie solar:', '75 m²'), ('Habitaciones:', '3'), ('Baños:', '1'), ('Antigüedad:', 'Entre 30 y 50 años'), ('Conservación:', 'A reformar'), ('Referencia:', '4528556-Céntrico Cercedilla')]"
https://www.pisos.com/comprar/piso-justicia_chueca28001-39239177761_102100/,4.790.000,391,Anuncio actualizado el 13/10/2024,N/A,N/A,"[('Superficie construida:', '391 m²'), ('Habitaciones:', '5'), ('Baños:', '5'), ('Exterior:', 'Exterior'), ('Referencia:', 'GM3-191147')]"
https://www.pisos.com/comprar/chalet-chamartin_hispanoamerica28036-43347791770_100500/,3.110.000,430,Anuncio actualizado el 21/10/2024,N/A,N/A,"[('Superficie construida:', '430 m²'), ('Habitaciones:', '5'), ('Baños:', '5'), ('Conservación:', 'A reformar'), ('Referencia:', 'SA88-DS-P22645')]"
https://www.pisos.com/comprar/casa_adosada-piovera28043-42566538266_109300/,1.990.000,395,Anuncio actualizado el 24/10/2024,N/A,N/A,"[('Superficie construida:', '395 m²'), ('Superficie útil:', '352 m²'), ('Habitaciones:', '5'), ('Baños:', '5'), ('Tipo de casa:', 'Adosada'), ('Conservación:', 'En buen estado'), ('Referencia:', 'EP740-3932')]"
https://www.pisos.com/comprar/piso-retiro_pacifico28007-48383636431_109100/,680.000,168,Anuncio actualizado el 12/10/2024,N/A,N/A,"[('Superficie construida:', '168 m²'), ('Superficie útil:', '162 m²'), ('Planta:', '1ª'), ('Exterior:', 'Exterior patio manzana'), ('Referencia:', 'FE57-287925')]"
https://www.pisos.com/comprar/chalet_adosado-paracuellos_de_jarama_centro_urbano-48398745843_515299/,495.000,220,Anuncio actualizado el 24/10/2024,N/A,N/A,"[('Superficie construida:', '220 m²'), ('Superficie útil:', '220 m²'), ('Habitaciones:', '6'), ('Baños:', '3'), ('Antigüedad:', 'Entre 10 y 20 años'), ('Conservación:', 'En buen estado'), ('Referencia:', '4515299-1757')]"
https://www.pisos.com/comprar/piso-ibiza28009-40852355423_102100/,1.490.000,165,Anuncio actualizado el 21/10/2024,N/A,N/A,"[('Superficie construida:', '165 m²'), ('Habitaciones:', '4'), ('Baños:', '4'), ('Exterior:', 'Exterior'), ('Referencia:', 'GM3-192845')]"
https://www.pisos.com/comprar/chalet-pinosol_el_alcor_peralejo28219-43351200000_101800/,579.900,450,Anuncio actualizado el 22/10/2024,Consumo:65 kWh/m² año,Emisiones:111 Kg CO₂/m² año,"[('Superficie construida:', '450 m²'), ('Superficie solar:', '1.536 m²'), ('Habitaciones:', '6'), ('Baños:', '4'), ('Antigüedad:', 'Entre 10 y 20 años'), ('Referencia:', 'IF77054-PINOSOL')]"
https://www.pisos.com/comprar/casa_adosada-villaviciosa_de_odon_centro-45932223267_100500/,469.900,202,Anuncio actualizado el 07/10/2024,Consumo:300 kWh/m² año,Emisiones:300 Kg CO₂/m² año,"[('Superficie construida:', '202 m²'), ('Habitaciones:', '4'), ('Baños:', '3'), ('Tipo de casa:', 'Adosada'), ('Referencia:', 'SA5368-00091/10248')]"
