Enlace,Precio,Superficie Construida,Última Actualización,Consumo Energético,Emisiones CO2,Características
https://www.pisos.com/comprar/casa_unifamiliar-colmenar_viejo_centro-47570481605_528821/,399.900,284,Anuncio actualizado el 29/09/2024,N/A,N/A,"[('Superficie construida:', '284 m²'), ('Superficie útil:', '224 m²'), ('Habitaciones:', '5'), ('Baños:', '4'), ('Tipo de casa:', 'Unifamiliar'), ('Antigüedad:', 'Entre 10 y 20 años'), ('Conservación:', 'En buen estado'), ('Referencia:', '4528821-1')]"
https://www.pisos.com/comprar/chalet-centro_palacio28005-35913624744_102100/,2.800.000,780,Anuncio actualizado el 16/10/2024,N/A,N/A,"[('Superficie construida:', '780 m²'), ('Superficie solar:', '4 m²'), ('Habitaciones:', '5'), ('Baños:', '5'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'GM31-186147')]"
https://www.pisos.com/comprar/casa_pareada-castillo_campodon-44240514570_100500/,619.900,295,Anuncio actualizado el 07/10/2024,Consumo:300 kWh/m² año,Emisiones:300 Kg CO₂/m² año,"[('Superficie construida:', '295 m²'), ('Superficie útil:', '290 m²'), ('Superficie solar:', '268 m²'), ('Habitaciones:', '4'), ('Baños:', '4'), ('Tipo de casa:', 'Pareada'), ('Antigüedad:', 'Entre 10 y 20 años'), ('Referencia:', 'SA5368-00079/10248')]"
https://www.pisos.com/comprar/piso-goya28006-47588194088_100500/,1.479.000,136,Anuncio actualizado el 24/10/2024,Consumo:300 kWh/m² año,Emisiones:300 Kg CO₂/m² año,"[('Superficie construida:', '136 m²'), ('Habitaciones:', '3'), ('Baños:', '3'), ('Planta:', '2ª'), ('Conservación:', 'En buen estado'), ('Gastos de comunidad:', 'Más de 100 €'), ('Referencia:', 'SA193-3114')]"
https://www.pisos.com/comprar/duplex-la_pizarra28200-42513678493_102100/,337.700,136,Anuncio actualizado el 22/10/2024,N/A,N/A,"[('Superficie construida:', '136 m²'), ('Habitaciones:', '2'), ('Baños:', '2'), ('Referencia:', 'GM14-195532')]"
https://www.pisos.com/comprar/piso-goya28001-45091161456_101800/,2.475.000,177,Anuncio actualizado el 24/10/2024,Consumo:134 kWh/m² año,Emisiones:34 Kg CO₂/m² año,"[('Superficie construida:', '177 m²'), ('Habitaciones:', '3'), ('Baños:', '3'), ('Planta:', '6ª'), ('Antigüedad:', 'Entre 30 y 50 años'), ('Referencia:', 'IF75984-M11405V')]"
https://www.pisos.com/comprar/finca_rustica-talamanca_del_jarama-23341137042_411000/,1.290.000,41.787,Anuncio actualizado el 01/10/2024,N/A,N/A,"[('Superficie construida:', '41.787 m²'), ('Superficie solar:', '41.787 m²'), ('Conservación:', 'En buen estado'), ('Referencia:', '4110-072671')]"
https://www.pisos.com/comprar/atico-recoletos28001-46762124605_524671/,3.999.000,213,Anuncio actualizado el 15/10/2024,Consumo:130 kWh/m² año,Emisiones:34 Kg CO₂/m² año,"[('Superficie construida:', '213 m²'), ('Superficie útil:', '188 m²'), ('Habitaciones:', '3'), ('Baños:', '3'), ('Planta:', '6ª'), ('Exterior:', 'Con muy buenas vistas'), ('Antigüedad:', 'Más de 50 años'), ('Conservación:', 'Reformado'), ('Gastos de comunidad:', 'Más de 100 €'), ('Referencia:', '4524671-SYP/105-JOS')]"
https://www.pisos.com/comprar/piso-recoletos28001-45047643615_106700/,4.500.000,243,Anuncio actualizado el 24/10/2024,N/A,N/A,"[('Superficie construida:', '243 m²'), ('Habitaciones:', '5'), ('Baños:', '4'), ('Referencia:', 'IFC76334-CBUQ309')]"
https://www.pisos.com/comprar/piso-zona_sureste-22519036305_101800/,77.000,65,Anuncio actualizado el 04/06/2024,N/A,N/A,"[('Superficie construida:', '65 m²'), ('Habitaciones:', '3'), ('Baños:', '1'), ('Antigüedad:', 'Entre 30 y 50 años'), ('Referencia:', 'IF5432-TO-1036')]"
https://www.pisos.com/comprar/piso-moncloa_aravaca_el_plantio-47538253341_101800/,950.000,244,Anuncio actualizado el 10/10/2024,N/A,N/A,"[('Superficie construida:', '244 m²'), ('Habitaciones:', '4'), ('Baños:', '3'), ('Planta:', '1ª'), ('Referencia:', 'IF76602-M20428V_5')]"
https://www.pisos.com/comprar/piso-sol_barrio28013-48383134468_101800/,850.000,114,Anuncio actualizado el 24/10/2024,Consumo:104 kWh/m² año,Emisiones:53 Kg CO₂/m² año,"[('Superficie construida:', '114 m²'), ('Habitaciones:', '2'), ('Baños:', '2'), ('Planta:', '3ª'), ('Antigüedad:', 'Más de 50 años'), ('Conservación:', 'En buen estado'), ('Referencia:', 'IF5271-293')]"
https://www.pisos.com/comprar/chalet-ciudalcampo_fuente_del_fresno28707-40833986653_102100/,1.795.000,699,Anuncio actualizado el 17/09/2024,N/A,N/A,"[('Superficie construida:', '699 m²'), ('Superficie solar:', '5 m²'), ('Habitaciones:', '8'), ('Baños:', '8'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'GM27-193115')]"
https://www.pisos.com/comprar/piso-goya28001-45908050807_524671/,3.490.000,270,Anuncio actualizado el 15/10/2024,Consumo:125 kWh/m² año,Emisiones:84 Kg CO₂/m² año,"[('Superficie construida:', '270 m²'), ('Superficie útil:', '250 m²'), ('Habitaciones:', '4'), ('Baños:', '5'), ('Planta:', '2ª'), ('Exterior:', 'Balcones'), ('Antigüedad:', 'Más de 50 años'), ('Conservación:', 'Reformado'), ('Gastos de comunidad:', 'Más de 100 €'), ('Referencia:', '4524671-SYP/103-JOS')]"
https://www.pisos.com/comprar/piso-ajalvir_centro_urbano-4846144935_109700/,139.700,44,Anuncio actualizado el 07/10/2024,N/A,N/A,"[('Superficie construida:', '44 m²'), ('Habitaciones:', '1'), ('Baños:', '1'), ('Planta:', 'Bajo'), ('Conservación:', 'A estrenar'), ('Referencia:', '-21450721')]"
https://www.pisos.com/comprar/chalet-nueva_estacion_de_servicio-41675238284_102100/,1.375.000,387,Anuncio actualizado el 18/09/2024,N/A,N/A,"[('Superficie construida:', '387 m²'), ('Superficie solar:', '2 m²'), ('Habitaciones:', '6'), ('Baños:', '7'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'GM27-193860')]"
https://www.pisos.com/comprar/chalet-pueblo28223-42529176702_107700/,1.158.000,357,Anuncio actualizado el 23/10/2024,N/A,N/A,"[('Superficie construida:', '357 m²'), ('Superficie útil:', '237 m²'), ('Superficie solar:', '504 m²'), ('Habitaciones:', '5'), ('Baños:', '4'), ('Referencia:', 'VE76-0056-00458')]"
https://www.pisos.com/comprar/chalet_unifamiliar-casco_antiguo_norte-45904798117_992238/,260.000,229,Anuncio actualizado el 23/10/2024,N/A,N/A,"[('Superficie construida:', '229 m²'), ('Superficie útil:', '190 m²'), ('Superficie solar:', '180 m²'), ('Habitaciones:', '4'), ('Baños:', '3'), ('Antigüedad:', 'Entre 30 y 50 años'), ('Conservación:', 'A reformar'), ('Referencia:', '4992238-13466317')]"
https://www.pisos.com/comprar/chalet-grinon_centro_urbano-34227919197_101800/,484.000,420,Anuncio actualizado el 09/09/2024,Consumo:235 kWh/m² año,Emisiones:54 Kg CO₂/m² año,"[('Superficie construida:', '420 m²'), ('Superficie solar:', '995 m²'), ('Habitaciones:', '6'), ('Baños:', '5'), ('Antigüedad:', 'Entre 20 y 30 años'), ('Referencia:', 'IF76953-ruiseñores')]"
https://www.pisos.com/comprar/chalet-fuente_el_saz_de_jarama_centro_urbano-40010947076_101800/,385.000,473,Anuncio actualizado el 04/06/2024,N/A,N/A,"[('Superficie construida:', '473 m²'), ('Superficie solar:', '500 m²'), ('Habitaciones:', '7'), ('Baños:', '3'), ('Antigüedad:', 'Entre 30 y 50 años'), ('Referencia:', 'IF5432-FS-1093')]"
https://www.pisos.com/comprar/piso-sol_barrio28014-45904341209_106700/,789.000,84,Anuncio actualizado el 23/10/2024,N/A,N/A,"[('Superficie construida:', '84 m²'), ('Habitaciones:', '2'), ('Baños:', '2'), ('Referencia:', 'IFC76334-CBUQ360')]"
https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28005-43341080617_108700/,510.000,98,Anuncio actualizado el 22/10/2024,N/A,N/A,"[('Superficie construida:', '98 m²'), ('Superficie útil:', '98 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Referencia:', 'UVC841-23335')]"
https://www.pisos.com/comprar/chalet-paracuellos_de_jarama_centro_urbano-43386210272_104700/,700.000,400,Anuncio actualizado el 24/09/2024,N/A,N/A,"[('Superficie construida:', '400 m²'), ('Superficie útil:', '325 m²'), ('Habitaciones:', '4'), ('Baños:', '5'), ('Antigüedad:', 'Entre 20 y 30 años'), ('Conservación:', 'A reformar'), ('Referencia:', 'STA17-RP2662023113696')]"
https://www.pisos.com/comprar/chalet-somosaguas_humera_los_angeles28223-45864174748_102100/,5.800.000,1.233,Anuncio actualizado el 19/10/2024,N/A,N/A,"[('Superficie construida:', '1.233 m²'), ('Superficie solar:', '5 m²'), ('Habitaciones:', '6'), ('Baños:', '9'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'GM31-161099')]"
https://www.pisos.com/comprar/chalet-castillo_campodon-46755898586_100500/,795.000,485,Anuncio actualizado el 17/09/2024,N/A,N/A,"[('Superficie construida:', '485 m²'), ('Superficie solar:', '2.046 m²'), ('Habitaciones:', '6'), ('Baños:', '4'), ('Antigüedad:', 'Más de 50 años'), ('Conservación:', 'En buen estado'), ('Referencia:', 'SA4858-C501186')]"
https://www.pisos.com/comprar/chalet-bonanza_distrito-41697903537_101800/,2.900.000,1.679,Anuncio actualizado el 24/10/2024,Consumo:104 kWh/m² año,Emisiones:53 Kg CO₂/m² año,"[('Superficie construida:', '1.679 m²'), ('Superficie solar:', '2.205 m²'), ('Habitaciones:', '12'), ('Baños:', '14'), ('Antigüedad:', 'Menos de 5 años'), ('Conservación:', 'En buen estado'), ('Referencia:', 'IF5271-218')]"
https://www.pisos.com/comprar/piso-brezo_guardia_civil28342-45841912285_104700/,270.000,112,Anuncio actualizado el 03/10/2024,N/A,N/A,"[('Superficie construida:', '112 m²'), ('Superficie útil:', '90 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Conservación:', 'En buen estado'), ('Gastos de comunidad:', 'Más de 100 €'), ('Referencia:', 'STA37-RP1952024128973')]"
https://www.pisos.com/comprar/atico-ibiza28009-46683962417_101800/,785.000,77,Anuncio actualizado el 20/10/2024,Consumo:1 kWh/m² año,Emisiones:1 Kg CO₂/m² año,"[('Superficie construida:', '77 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Planta:', '6ª'), ('Referencia:', 'IF75984-M11459V')]"
https://www.pisos.com/comprar/chalet-somosaguas_humera_los_angeles28223-45857412527_102100/,16.000.000,1.584,Anuncio actualizado el 18/10/2024,N/A,N/A,"[('Superficie construida:', '1.584 m²'), ('Superficie solar:', '8 m²'), ('Habitaciones:', '9'), ('Baños:', '13'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'GM31-200060')]"
https://www.pisos.com/comprar/chalet-el_boalo-47578504984_100500/,299.000,125,Anuncio actualizado el 26/09/2024,Consumo:306 kWh/m² año,Emisiones:80 Kg CO₂/m² año,"[('Superficie construida:', '125 m²'), ('Superficie útil:', '110 m²'), ('Superficie solar:', '400 m²'), ('Habitaciones:', '4'), ('Baños:', '2'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'SA5546-V00971/11295')]"
https://www.pisos.com/comprar/piso-goya28006-39176434478_101800/,1.680.000,174,Anuncio actualizado el 21/10/2024,Consumo:1 kWh/m² año,Emisiones:1 Kg CO₂/m² año,"[('Superficie construida:', '174 m²'), ('Habitaciones:', '3'), ('Baños:', '3'), ('Planta:', '6ª'), ('Referencia:', 'IF75984-M11285V')]"
https://www.pisos.com/comprar/casa_adosada-colonia_avenida_de_meco28805-47552342213_100500/,497.000,132,Anuncio actualizado el 16/09/2024,N/A,N/A,"[('Superficie construida:', '132 m²'), ('Habitaciones:', '4'), ('Baños:', '4'), ('Tipo de casa:', 'Adosada'), ('Antigüedad:', 'Entre 20 y 30 años'), ('Referencia:', 'SA5497-5/11771')]"
https://www.pisos.com/comprar/chalet-san_agustin_del_guadalix_valdelagua-47511805698_102100/,995.000,408,Anuncio actualizado el 17/09/2024,N/A,N/A,"[('Superficie construida:', '408 m²'), ('Superficie solar:', '2 m²'), ('Habitaciones:', '5'), ('Baños:', '4'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'GM27-200835')]"
https://www.pisos.com/comprar/piso-ensanche_de_vallecas_valdecarros28051-4383286545_109700/,449.900,109,Anuncio actualizado el 17/10/2024,N/A,N/A,"[('Superficie construida:', '109 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Conservación:', 'A estrenar'), ('Referencia:', '4991481-21037968')]"
https://www.pisos.com/comprar/piso-goya28009-48364780942_100500/,2.099.000,183,Anuncio actualizado el 24/10/2024,N/A,N/A,"[('Superficie construida:', '183 m²'), ('Superficie útil:', '143 m²'), ('Habitaciones:', '3'), ('Baños:', '4'), ('Planta:', '3ª'), ('Antigüedad:', 'Más de 50 años'), ('Gastos de comunidad:', 'Más de 100 €'), ('Referencia:', 'SA2325-AR02880/7288')]"
https://www.pisos.com/comprar/chalet-villanueva_de_la_canada_nucleo_urbano-25059944693_101800/,755.000,423,Anuncio actualizado el 21/10/2024,N/A,N/A,"[('Superficie construida:', '423 m²'), ('Superficie solar:', '492 m²'), ('Habitaciones:', '7'), ('Baños:', '5'), ('Antigüedad:', 'Entre 10 y 20 años'), ('Referencia:', 'IF7144-VCHEP')]"
https://www.pisos.com/comprar/atico-centro_parque_de_la_manguilla-40081771157_101800/,179.900,88,Anuncio actualizado el 22/10/2024,N/A,N/A,"[('Superficie construida:', '88 m²'), ('Habitaciones:', '2'), ('Baños:', '1'), ('Planta:', '1ª'), ('Referencia:', 'IF77054-CAMINO VIEJO')]"
https://www.pisos.com/comprar/piso-recoletos28001-39202399346_101800/,1.680.000,142,Anuncio actualizado el 23/10/2024,Consumo:174 kWh/m² año,Emisiones:34 Kg CO₂/m² año,"[('Superficie construida:', '142 m²'), ('Habitaciones:', '2'), ('Baños:', '3'), ('Planta:', '1ª'), ('Antigüedad:', 'Entre 30 y 50 años'), ('Referencia:', 'IF75984-M11282V')]"
https://www.pisos.com/comprar/casa-villaviciosa_de_odon_centro-47508400664_100600/,680.000,330,Anuncio actualizado el 17/10/2024,Consumo:220 kWh/m² año,Emisiones:46 Kg CO₂/m² año,"[('Superficie construida:', '330 m²'), ('Habitaciones:', '5'), ('Baños:', '4'), ('Antigüedad:', 'Entre 20 y 30 años'), ('Referencia:', 'LF151-DJ1449')]"
https://www.pisos.com/comprar/casa_adosada-parque_de_boadilla28660-44187453863_101000/,1.100.000,380,Anuncio actualizado el 17/10/2024,N/A,N/A,"[('Superficie construida:', '380 m²'), ('Habitaciones:', '5'), ('Baños:', '4'), ('Tipo de casa:', 'Adosada'), ('Referencia:', 'AF233-2408/5')]"
https://www.pisos.com/comprar/chalet-daganzo_de_arriba_centro_urbano-41756735616_100500/,250.000,205,Anuncio actualizado el 12/10/2024,N/A,N/A,"[('Superficie construida:', '205 m²'), ('Superficie solar:', '267 m²'), ('Habitaciones:', '5'), ('Baños:', '2'), ('Conservación:', 'En buen estado'), ('Referencia:', 'SA114-0824')]"
https://www.pisos.com/comprar/chalet-guadalix_de_la_sierra_centro_urbano-47563788968_100500/,349.300,167,Anuncio actualizado el 30/09/2024,N/A,N/A,"[('Superficie construida:', '167 m²'), ('Superficie útil:', '160 m²'), ('Superficie solar:', '511 m²'), ('Habitaciones:', '6'), ('Baños:', '2'), ('Antigüedad:', 'Entre 30 y 50 años'), ('Conservación:', 'En buen estado'), ('Referencia:', 'SA5301-106071672')]"
https://www.pisos.com/comprar/piso-goya28009-47587367616_101800/,2.380.000,211,Anuncio actualizado el 23/10/2024,Consumo:1 kWh/m² año,Emisiones:1 Kg CO₂/m² año,"[('Superficie construida:', '211 m²'), ('Habitaciones:', '4'), ('Baños:', '3'), ('Planta:', '2ª'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'IF75984-M11476V')]"
https://www.pisos.com/comprar/piso-pedrezuela_centro_urbano-48414331534_100500/,171.000,67,Anuncio actualizado el 23/10/2024,Consumo:134 kWh/m² año,Emisiones:23 Kg CO₂/m² año,"[('Superficie construida:', '67 m²'), ('Superficie útil:', '59 m²'), ('Habitaciones:', '2'), ('Baños:', '1'), ('Planta:', '2ª'), ('Antigüedad:', 'Entre 10 y 20 años'), ('Gastos de comunidad:', 'Entre 60 y 80 €'), ('Referencia:', 'SA4820-VE00041/10429')]"
https://www.pisos.com/comprar/piso-carabanchel_vista_alegre28025-48401464021_101800/,198.000,60,Anuncio actualizado el 22/10/2024,Consumo:260 kWh/m² año,Emisiones:260 Kg CO₂/m² año,"[('Superficie construida:', '60 m²'), ('Habitaciones:', '2'), ('Baños:', '1'), ('Planta:', '3ª'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'IF76266-Piso Laguna')]"
https://www.pisos.com/comprar/piso-ibiza28009-47559902109_101800/,895.000,115,Anuncio actualizado el 23/10/2024,Consumo:135 kWh/m² año,Emisiones:28 Kg CO₂/m² año,"[('Superficie construida:', '115 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Planta:', '5ª'), ('Antigüedad:', 'Entre 30 y 50 años'), ('Referencia:', 'IF75984-M11471V')]"
https://www.pisos.com/comprar/piso-castilla28036-45925222590_100500/,437.000,63,Anuncio actualizado el 11/10/2024,N/A,N/A,"[('Superficie construida:', '63 m²'), ('Superficie útil:', '47 m²'), ('Habitaciones:', '1'), ('Baños:', '1'), ('Planta:', '4ª'), ('Antigüedad:', 'Más de 50 años'), ('Gastos de comunidad:', 'Más de 100 €'), ('Referencia:', 'SA2325-AR02728/7288')]"
https://www.pisos.com/comprar/duplex-la_pizarra28200-42589551387_102100/,279.700,107,Anuncio actualizado el 23/10/2024,N/A,N/A,"[('Superficie construida:', '107 m²'), ('Habitaciones:', '2'), ('Baños:', '2'), ('Referencia:', 'GM14-195531')]"
https://www.pisos.com/comprar/casa_adosada-san_martin_de_valdeiglesias_centro_urbano-10038185350_101000/,81.000,182,Anuncio actualizado el 16/10/2024,N/A,N/A,"[('Superficie construida:', '182 m²'), ('Habitaciones:', '4'), ('Baños:', '1'), ('Tipo de casa:', 'Adosada'), ('Referencia:', 'AF14-5972/736')]"
https://www.pisos.com/comprar/chalet_unifamiliar-ambite_centro_urbano-43406678932_523688/,250.000,213,Anuncio actualizado el 29/04/2024,N/A,N/A,"[('Superficie construida:', '213 m²'), ('Superficie útil:', '190 m²'), ('Superficie solar:', '1.011 m²'), ('Habitaciones:', '5'), ('Baños:', '3'), ('Antigüedad:', 'Entre 30 y 50 años'), ('Conservación:', 'En buen estado'), ('Gastos de comunidad:', 'Entre 20 y 40 €'), ('Referencia:', '4523688-000009')]"
https://www.pisos.com/comprar/piso-jeronimos28014-45005344228_100500/,1.129.000,98,Anuncio actualizado el 03/06/2024,N/A,N/A,"[('Superficie construida:', '98 m²'), ('Habitaciones:', '3'), ('Baños:', '3'), ('Planta:', '2ª'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'SA5069-107/10979')]"
https://www.pisos.com/comprar/piso-guadarrama_centro_urbano-45862452449_101800/,179.900,82,Anuncio actualizado el 01/10/2024,N/A,N/A,"[('Superficie construida:', '82 m²'), ('Habitaciones:', '2'), ('Baños:', '2'), ('Planta:', '2ª'), ('Referencia:', 'IF76801-Siete Picos')]"
https://www.pisos.com/comprar/casa_pareada-navas_del_rey_centro_urbano-21677361581_101000/,231.000,307,Anuncio actualizado el 16/10/2024,N/A,N/A,"[('Superficie construida:', '307 m²'), ('Habitaciones:', '4'), ('Baños:', '2'), ('Tipo de casa:', 'Pareada'), ('Referencia:', 'AF14-5972/770')]"
https://www.pisos.com/comprar/chalet-boadilla_del_monte_las_lomas-48392243168_100500/,1.295.000,513,Anuncio actualizado el 21/10/2024,Consumo:9999 kWh/m² año,Emisiones:9999 Kg CO₂/m² año,"[('Superficie construida:', '513 m²'), ('Superficie solar:', '1.349 m²'), ('Habitaciones:', '5'), ('Baños:', '5'), ('Antigüedad:', 'Entre 20 y 30 años'), ('Conservación:', 'En buen estado'), ('Referencia:', 'SA3124-1190 MONTE OLIVAR')]"
https://www.pisos.com/comprar/piso-castillo_campodon-46730041868_100500/,239.900,95,Anuncio actualizado el 07/10/2024,Consumo:300 kWh/m² año,Emisiones:300 Kg CO₂/m² año,"[('Superficie construida:', '95 m²'), ('Habitaciones:', '2'), ('Baños:', '1'), ('Planta:', 'Bajo'), ('Referencia:', 'SA5368-00094/10248')]"
https://www.pisos.com/comprar/chalet-san_sebastian_de_los_reyes_casco_antiguo28701-42540588766_102100/,2.295.000,1.250,Anuncio actualizado el 17/09/2024,N/A,N/A,"[('Superficie construida:', '1.250 m²'), ('Superficie solar:', '4 m²'), ('Habitaciones:', '8'), ('Baños:', '10'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'GM27-194856')]"
https://www.pisos.com/comprar/chalet_pareado-castilla28034-39247179261_102100/,2.900.000,541,Anuncio actualizado el 24/10/2024,N/A,N/A,"[('Superficie construida:', '541 m²'), ('Superficie solar:', '755 m²'), ('Habitaciones:', '6'), ('Baños:', '7'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'GM14-186882')]"
https://www.pisos.com/comprar/estudio-ibiza28009-47578798315_100500/,356.000,41,Anuncio actualizado el 20/10/2024,N/A,N/A,"[('Superficie construida:', '41 m²'), ('Superficie útil:', '36 m²'), ('Habitaciones:', '1'), ('Baños:', '1'), ('Planta:', '1ª'), ('Gastos de comunidad:', 'Entre 40 y 60 €'), ('Referencia:', 'SA3018-1-163/8205')]"
https://www.pisos.com/comprar/casa_rustica-guadalix_de_la_sierra_centro_urbano-43334362953_100500/,649.000,324,Anuncio actualizado el 27/06/2024,N/A,N/A,"[('Superficie construida:', '324 m²'), ('Superficie útil:', '300 m²'), ('Superficie solar:', '200 m²'), ('Habitaciones:', '5'), ('Baños:', '3'), ('Tipo de casa:', 'Rústica'), ('Conservación:', 'En buen estado'), ('Referencia:', 'SA5301-101327901')]"
https://www.pisos.com/comprar/piso-ibiza28009-45912731405_102100/,850.000,92,Anuncio actualizado el 25/09/2024,N/A,N/A,"[('Superficie construida:', '92 m²'), ('Habitaciones:', '2'), ('Baños:', '2'), ('Exterior:', 'Exterior'), ('Referencia:', 'GM17-199878')]"
https://www.pisos.com/comprar/piso-jardin_de_los_reyes_parque_real28280-43366471434_101800/,249.900,131,Anuncio actualizado el 22/10/2024,Consumo:152 kWh/m² año,Emisiones:32 Kg CO₂/m² año,"[('Superficie construida:', '131 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Planta:', '1ª'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'IF77054-JULIANA3Habs')]"
https://www.pisos.com/comprar/chalet-daganzo_de_arriba_centro_urbano-37519538187_100500/,550.000,257,Anuncio actualizado el 13/10/2024,N/A,N/A,"[('Superficie construida:', '257 m²'), ('Habitaciones:', '6'), ('Baños:', '3'), ('Conservación:', 'En buen estado'), ('Referencia:', 'SA114-0787')]"
https://www.pisos.com/comprar/piso-carabanchel_san_isidro28019-46755646322_101800/,239.000,67,Anuncio actualizado el 08/08/2024,Consumo:290 kWh/m² año,Emisiones:90 Kg CO₂/m² año,"[('Superficie construida:', '67 m²'), ('Habitaciones:', '3'), ('Baños:', '1'), ('Planta:', '1ª'), ('Referencia:', 'IF76266-Calle Alcaudón')]"
https://www.pisos.com/comprar/chalet_unifamiliar-colmenar_viejo_fuente_santa-47543488374_528821/,426.900,90,Anuncio actualizado el 24/10/2024,N/A,N/A,"[('Superficie construida:', '90 m²'), ('Superficie útil:', '90 m²'), ('Superficie solar:', '280 m²'), ('Habitaciones:', '3'), ('Baños:', '1'), ('Antigüedad:', 'Entre 10 y 20 años'), ('Conservación:', 'En buen estado'), ('Referencia:', '4528821-000006')]"
https://www.pisos.com/comprar/duplex-la_pizarra28200-42591402051_102100/,279.700,107,Anuncio actualizado el 21/10/2024,N/A,N/A,"[('Superficie construida:', '107 m²'), ('Habitaciones:', '2'), ('Baños:', '2'), ('Referencia:', 'GM14-195530')]"
https://www.pisos.com/comprar/atico-arroyos_y_tempranales28701-45067341123_100200/,849.000,230,Anuncio actualizado el 28/08/2024,N/A,N/A,"[('Superficie construida:', '230 m²'), ('Habitaciones:', '4'), ('Baños:', '3'), ('Conservación:', 'En buen estado'), ('Referencia:', 'TC306-586204')]"
https://www.pisos.com/comprar/piso-paracuellos_de_jarama_centro_urbano-45073816906_515299/,363.000,120,Anuncio actualizado el 23/10/2024,N/A,N/A,"[('Superficie construida:', '120 m²'), ('Superficie útil:', '120 m²'), ('Habitaciones:', '3'), ('Baños:', '2'), ('Planta:', '1ª'), ('Antigüedad:', 'Entre 10 y 20 años'), ('Conservación:', 'En buen estado'), ('Referencia:', '4515299-1429')]"
https://www.pisos.com/comprar/casa-pueblo28223-44216572103_523960/,286.000,75,Anuncio actualizado el 07/10/2024,N/A,N/A,"[('Superficie construida:', '75 m²'), ('Superficie útil:', '65 m²'), ('Habitaciones:', '3'), ('Baños:', '1'), ('Antigüedad:', 'Más de 50 años'), ('Conservación:', 'A reformar'), ('Referencia:', '4523960-000011')]"
https://www.pisos.com/comprar/chalet-pueblo28223-42520311964_107700/,1.198.500,357,Anuncio actualizado el 23/10/2024,N/A,N/A,"[('Superficie construida:', '357 m²'), ('Superficie útil:', '237 m²'), ('Superficie solar:', '533 m²'), ('Habitaciones:', '5'), ('Baños:', '4'), ('Referencia:', 'VE76-0056-00460')]"
https://www.pisos.com/comprar/chalet_adosado-fuencarral_el_pardo_el_pardo28023-46731300755_102100/,1.290.000,320,Anuncio actualizado el 18/10/2024,N/A,N/A,"[('Superficie construida:', '320 m²'), ('Superficie solar:', '270 m²'), ('Habitaciones:', '5'), ('Baños:', '5'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'GM31-200406')]"
https://www.pisos.com/comprar/piso-camarma_de_esteruelas_centro_urbano-48377993758_100200/,179.900,102,Anuncio actualizado el 23/10/2024,N/A,N/A,"[('Superficie construida:', '102 m²'), ('Baños:', '2'), ('Planta:', '1ª'), ('Antigüedad:', 'Entre 20 y 30 años'), ('Conservación:', 'En buen estado'), ('Referencia:', 'TC1190-598845')]"
https://www.pisos.com/comprar/chalet-ciudalcampo_fuente_del_fresno28707-5860580403_102100/,1.990.000,784,Anuncio actualizado el 17/09/2024,N/A,N/A,"[('Superficie construida:', '784 m²'), ('Superficie solar:', '4 m²'), ('Habitaciones:', '5'), ('Baños:', '6'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'GM27-149216')]"
https://www.pisos.com/comprar/piso-atocha28007-40898756051_102100/,517.700,71,Anuncio actualizado el 20/10/2024,N/A,N/A,"[('Superficie construida:', '71 m²'), ('Habitaciones:', '2'), ('Baños:', '1'), ('Referencia:', 'GM14-193746')]"
https://www.pisos.com/comprar/piso-nueva_espana28016-42529140144_107700/,579.000,107,Anuncio actualizado el 18/10/2024,N/A,N/A,"[('Superficie construida:', '107 m²'), ('Superficie útil:', '107 m²'), ('Habitaciones:', '4'), ('Baños:', '1'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'VE22-0051-00556')]"
https://www.pisos.com/comprar/casa_adosada-colonia-47511297839_108500/,570.000,303,Anuncio actualizado el 15/10/2024,N/A,N/A,"[('Superficie construida:', '303 m²'), ('Superficie útil:', '280 m²'), ('Habitaciones:', '4'), ('Baños:', '4'), ('Tipo de casa:', 'Adosada'), ('Antigüedad:', 'Más de 50 años'), ('Referencia:', 'AG105-MG259')]"
